,industry,title,company,logo,raw description
24,Apparel & Fashion,"Fall 2023 Internship - Design, Kids",vineyard vines,https://media.licdn.com/dms/image/C4D0BAQF2QT4nVA-ARQ/company-logo_100_100/0/1542399931599/vineyard_vines_logo?e=2147483647&v=beta&t=ETRmPr5WvOsH2bwqH5rN6PSH8I1R2W6EGycra8HexbQ,"Every Fall Internship Should Feel This Good!

We’re on the lookout for highly motivated college students, in good academic standing, who are passionate about our brand and working toward a career in the retail industry. Interns will be responsible for assisting in day-to-day operations within their designated department, providing support to other departments as needed, as well as handling administrative tasks throughout the office.

You Will

Assist design team with all aspects of the design process
Research trends and current fashions
Sketch and update CADs in Illustrator
Work with design team to help create seasonal concepts
Update and organize various binders for fabrics/CADs/trims/artwork
Organize and file paperwork and samples
Demonstrate the ability to carefully listen to others at all levels in the organization
Strong time management, prioritization and organizational skills
Understands and adheres to all policies related to the organization
Complete ad hoc projects and responsibilities as needed

What You Bring

Proficient in Adobe Illustrator
Eagerness to learn
Enrolled in a graduate or undergraduate program
Strong interpersonal communication
Ability to plan, manage time, and make decisions in a fast-paced environment
Organizational and time management skills are essential as well as the ability to multitask and work on multiple projects simultaneously to meet deadlines
Competition and industry awareness
Commitment to career growth of self and others
Team focused, confident, and professional
Creative, adaptable, entrepreneurial and driven by integrity
Leads by example
Excellent organizational skills
Accuracy and attention to detail
Ability to effectively receive and communicate feedback
Passion for the vineyard vines brand
A positive and enthusiastic attitude

Every-day Should Feel This Good Because

We have a fun-entrepreneurial culture filled with truly “good” people
We offer flexible scheduling and are happy to work around your class schedule
On occasional Thursday’s we have Bagels and Big Ideas where you can learn something new from executive leaders
We offer a generous employee discount so you can rep our lifestyle on-and-off the boat

A Few Things You Should Know

This internship is for credit only and you must be able to provide the appropriate paperwork from your school in order to be considered
Able to come into the office on either Tuesday, Wednesday and/or Thursday (2x a week)
We work with your class and extracurricular schedule to determine your internship schedule. Please note: we recommend working two full 8 hour days and one 4 hour half day
This fall internships can be up to 15 weeks long with a max of 20 hours per week
Fall internship slated to start September 12, 2023 and end December 22, 2023
With a growing number of applicants each year, this is a highly competitive Internship program. Please feel free to add additional information to your application such as a link to your blog, LinkedIn, your portfolio, or any other relevant project to show your passion!"
25,Spectator Sports,Social Media Intern,Little League International,https://media.licdn.com/dms/image/D4E0BAQE3sV9DuT5RVg/company-logo_100_100/0/1689255503452/little_league_international_logo?e=2147483647&v=beta&t=ciVnMZG7amqRMTMlISgzDpIZpf6W_j6ahThJBTBexg4,"Little League® International Williamsport, Pennsylvania, is seeking qualified candidates to join the social media efforts for the summer of 2024 at our headquarters location. The internship will run from approximately May to August and is subject to availability as candidates must be available to work during the 2024 Little League Baseball® World Series in mid-August. The hours typically follow normal business hours, Monday – Friday, and earns $15 per hour for up to 35 hours per week."
26,Spectator Sports,Social Media Intern,Little League International,https://media.licdn.com/dms/image/D4E0BAQE3sV9DuT5RVg/company-logo_100_100/0/1689255503452/little_league_international_logo?e=2147483647&v=beta&t=ciVnMZG7amqRMTMlISgzDpIZpf6W_j6ahThJBTBexg4,"Little League® International Williamsport, Pennsylvania, is seeking qualified candidates to join the social media efforts for the summer of 2024 at our headquarters location. The internship will run from approximately May to August and is subject to availability as candidates must be available to work during the 2024 Little League Baseball® World Series in mid-August. The hours typically follow normal business hours, Monday – Friday, and earns $15 per hour for up to 35 hours per week.

Acceptance into the internship is contingent on all applicable background checks. The preferred fields of study include Communications, Public Relations, Business Administration, Sport Management, Journalism, or related field.

ABOUT LITTLE LEAGUE INTERNATIONAL
Located in South Williamsport, Pennsylvania, we are the administrative and operational headquarters for Little League Baseball and Softball, the leading nonprofit youth sports organization with 80+ years of history supporting youth baseball and softball. Little League® is played in approximately 6,500 communities across more than 80 countries worldwide. We believe in the power of youth baseball and softball to teach life lessons that build stronger individuals and communities.

A DAY IN THE LIFE OF A SOCIAL MEDIA INTERN AT LITTLE LEAGUE INTERNATIONAL
Our internship program provides a hands-on learning experience with one of the world’s most visible sporting events. It provides behind-the-scenes access to the inner workings of a sports organization from a holistic social media perspective. Reporting to the Director of Social and Digital Strategy, successful candidates will aid in executing Little League’s overall digital strategy with an emphasis on enterprise social media. The position may also include elements of videography, graphic design, photography, and more!
DUTIES MAY INCLUDE:
· Gathering content, writing copy, and executing social media plans across platforms including Facebook, Instagram, Twitter, YouTube, TikTok and LinkedIn
· Analyzing and tracking key social media performance metrics
· Assisting with Little League® Tournament video highlights processing and distribution
· On-site content creation at the Little League Baseball® World Series, MLB Little League Classic, and other events in Williamsport
· Edit graphics as part of in-game and postgame social media coverage
· Photography/Videography – shooting, sorting, selecting images for various purposes
· Other video, graphic design, digital media, or communications duties added as needed

QUALIFICATIONS FOR A SOCIAL MEDIA INTERN:
· A positive attitude
· Project management and customer service skills – ensure that all tasks are completed to satisfaction and engage with other staff in a courteous and respectful manner
· Excellent organizational skills to meet deadlines and reach department objectives
· High-level familiarity with the games of baseball and softball – basic rules and gameplay, game situations, noteworthy happenings, etc.
· Experience with Adobe Photoshop and Premiere Pro encouraged
· Strong editorial judgment with the ability to discern what resonates with various consumer groups, and create engaging copy in real-time
· Ability to learn quickly with a high degree of comfort around mobile phone and DSLR photography, laptop, and desktop computers, simple troubleshooting, and problem-solving skills


DIVERSITY IN THE WORKPLACE STARTS HERE – ALL ARE WELCOME AND ENCOURAGED TO APPLY!
We are dedicated to providing a diverse, accepting, and supportive work environment that holds all employees to the highest standards of conduct, integrity, inclusiveness, respect, and engagement. We strive to transform our organization into a place where employees work, thrive, and grow while supporting our collective and individual successes.


Note: To apply, please visit LittleLeague.org/LLCareers to upload your resume, and cover letter, and submit portfolio/work samples.

Little League International is an Equal Opportunity Employer and we welcome underrepresented minorities to apply!"
27,"Renewable Energy Semiconductor Manufacturing, Motor Vehicle Manufacturing, and Utilities","Internship, Car Design, Design Studio (Winter/Spring 2024)",Tesla,https://media.licdn.com/dms/image/C4D0BAQHUcu98SZ2TVw/company-logo_100_100/0/1607665771371/tesla_motors_logo?e=2147483647&v=beta&t=V73MbQoy04Bg6vfpdRDrY9CY_5z0AiWX5YzxY50n4ek,"What To Expect
Disclaimer: This position is expected to start around January 2024 and continue through the entire Winter/Spring term (i.e. through April/May) or into Summer 2024 if available. We ask for a minimum of 12 weeks, full-time, in-person. Please consider before submitting an application.

International Students: If your work authorization is through CPT, please consult your school before applying. You must be able to work 40 hours per week. Many students will be limited to part-time depending on their academic standing.

Internship Program at Tesla

The Internship Recruiting Team is driven by the passion to recognize and develop emerging talent. Our year-round program places the best students in positions where they will grow technically, professionally, and personally through their experience working closely with their Manager, Mentor, and team. We are dedicated to providing an experience that allows the intern to experience life at Tesla by including them in projects that are critical to their team’s success.

Location
Tesla's Design Studio - Hawthorne, CA


The Team

As part of the Tesla Design Team, interns take an active part in live studio projects and work as productive members of the team. Expectations are high and we view our internship program as an evaluation of prospective candidates for future hiring. Using your design experience and innovative thinking, you will be tasked with working with the team to create designs for future cars, but you may also be called upon for other design tasks (graphic design, product design, etc.) based on your skillset. Our design team prides itself on being multitalented and flexible, and we look for the same in potential candidates. Interns will be expected to manage their own time and be drivers of their respective projects. All work will be highly confidential in nature,and may not be shared or distributed outside of the studio. Interns report to one of our design managers and this position resides in the Design Studio in Hawthorne, California.

What You'll Do

Develop design proposals for Tesla vehicles, ranging from broad design themes for the entire car all the way to component-level design.
Create compelling sketches that show a vision for the future of Tesla design.
You may have the opportunity to work with the team to guide a design from the sketch phase to concept modeling in Alias or clay, and possibly through to A-class surfacing.
You will also work with engineers to come up with design and engineering solutions and with color and trim designers to create designs that consider the opportunities in CMF.
Participate in non-vehicle design efforts as necessity and your own skillset dictates.


What You'll Bring

Pursuing a Bachelor’s or Master’s degree in Transportation Design, Vehicle Design, Automotive Design, or Industrial Design.
Strong ability to work on both exterior and interior design.
Technical knowledge of prototyping, manufacturing, and assembly processes as it relates to automobiles is a plus.
High level of skill taking 2D sketches to 3D modeling in poly modeling, Alias and clay.
Excellent at creating and maintaining cross-functional working relationships.
Exceptional visual and oral communication skills.
Must be self-motivated and able to manage multiple parallel-path projects.
All candidates MUST submit a portfolio/personal website to be considered for this position.


Benefits
Compensation and Benefits
As a full-time Tesla Intern, you will be eligible for:
Aetna PPO and HSA plans > 2 medical plan options with $0 payroll deduction
Family-building, fertility, adoption and surrogacy benefits
Dental (including orthodontic coverage) and vision plans. Both have an option with a $0 payroll contribution
Company Paid (Health Savings Account) HSA Contribution when enrolled in the High Deductible Medical Plan with HSA
Healthcare and Dependent Care Flexible Spending Accounts (FSA)
LGBTQ+ care concierge services
401(k), Employee Stock Purchase Plans, and other financial benefits
Company Paid Basic Life, AD&D, and short-term disability insurance
Employee Assistance Program
Sick time after 90 days of employment and Paid Holidays
Back-up childcare and parenting support resources
Voluntary benefits to include: critical illness, hospital indemnity, accident insurance, theft & legal services, and pet insurance
Commuter benefits
Employee discounts and perks program


Expected Compensation

$20.00 - $50.00/hour + benefits

Pay offered may vary depending on multiple individualized factors, including market location, job-related knowledge, skills, and experience. The total compensation package for this position may also include other elements dependent on the position offered. Details of participation in these benefit plans will be provided if an employee receives an offer of employment."
28,"Transportation, Logistics, Supply Chain and Storage",Design Internship,Likemind,https://media.licdn.com/dms/image/C4E0BAQHupg6PlXgS3Q/company-logo_100_100-alternative/0/1629752477144/inboxlab_logo?e=2147483647&v=beta&t=UyLfn6GGyGj7LWH2MV0DhKh7Qmzf_H4N8C4-53vK_Zs,"About Optimism

Optimism is a digital publisher working to build a brighter web. We conceive, launch, and operate high-quality digital brands that spark curiosity, spread positivity, and improve the lives of our readers. With an email-first approach, our hope is to transform the inbox into a healthy alternative to social media feeds, a place where you can curate the news, information, and entertainment you truly want.

Our brands populate a variety of categories: Games, Wonder, and Travel, among others. This distributed approach helps us reach 3 million subscribers across our network and serve more than 30 million web sessions each month. And we’re growing with each new brand.

About The Role

Optimism is pleased to offer a Design Internship for eager, talented candidates embarking on their design career path. As the Design Intern you will play an integral role in shaping the visual identities for new Optimism publications. Collaborating closely with the Senior Designers, you’ll dive into the professional world of design creating logos, email templates, web designs and much much more.

During your internship, you’ll not only expand your design skills but also gain invaluable insights into the advantages of email-forward digital media brands and how a creative team functions. We’re looking for someone with an exceptional eye for design and a talent for solving creative challenges in a fast-moving company.

What You'll Be Doing...

Creative collaboration. Learn to develop a brand identity from start to finish in collaboration with the Senior Creative Designer. Deliverables include logo design, web design, email designs and more packaged into a polished brand guideline deck
Brand ideation. Helping the Creative team make informed decisions on directions to take individual brands
Design support. Provide solutions to internal design needs, collaborating on best practices and new ideas

What You'll Need to Bring...

Currently seeking or have recently completed an undergraduate degree in Graphic Design, Arts or other related.
A strong portfolio demonstrating your sharp visual capabilities for problem-solving and storytelling
An understanding of designing for digital products and knowledge of what a simple, efficient and elegant User Interface is
Creative perspective and an ability to come up with unique ideas
Ability to remain organized when there are many moving parts
Experience with Figma, Adobe Illustrator and Photoshop preferred
Be willing to learn and adapt as the company continues to grow
Understanding of email publishing or marketing is a plus
Have a positive and curious approach to design problems and collaboration

LOCATION

With staff working remotely across the country, Optimism operates with a fully distributed workforce. Interns can be based anywhere in the United States.

DURATION OF PROGRAM

Internships run 90 days, with the intern contributing 20-30 hours/week. Your internship manager will provide you with a schedule built around your availability with considerations to your education.

Compensation

Interns are compensated $20/hour.

Our Commitment

We aim to provide equal opportunity for all. We are firm believers in the strength of diversity and aim to build teams of individuals that offer unique perspectives, come from different backgrounds, and challenge each other to be better every day!"
29,"IT Services and IT Consulting, Software Development, and Computer Games",Tech Design Intern,Ripple Effect Studios,https://media.licdn.com/dms/image/C4D0BAQFUCWxqANJjBw/company-logo_100_100/0/1625786379125?e=2147483647&v=beta&t=pUGusW3TxH-o6IN__L_lv9c175E2X3QXQtJ6lukU4NA,"Electronic Arts is looking for students to join our world-class internship experience. Summer 2024 will be better than ever as we bring all interns together on-site for orientation week and prep students for the future ways of work by offering remote and hybrid opportunities depending on your location. For more information about our Next-Gen Program, visit https://www.ea.com/careers/interns-and-university-graduates

Ripple Effect, an evolution of Battlefield's DICE LA, is a Los Angeles-based game studio on a mission to build community-first experiences through innovation and boundary breaking technology.

Our Values: We believe in an honest and transparent environment, where developers grow in our crafts. We value bold risk-taking followed by excellence through iteration. We are looking for developers with diverse experiences who will enrich our studio creativity.

We are looking for a Technical Design Intern to join us in our mission to create amazing games and experiences, and to improve ourselves and our craft. You will report to our Design Line Manager. We are considering on-site and hybrid working options and welcome full-time remote candidates who are within a three-hour time difference to the Pacific Time Zone to apply.

Responsibilities

Adopt and become proficient in new or proprietary development tools to implement and debug your work
Collaborate with a team of people from several crafts to develop and refine gameplay components and tools for the content team
Balance your design intent with input from your peers to find practical solutions that achieve the intended player experience
Take feedback from the content design team to improve workflows and features
Refine existing features based on play test feedback, game metrics, and team input
Provide constructive feedback to other designers

Required Qualifications

Comfortable with 3D editors such as Unreal or Unity, and scripting or programming languages such as Blueprints, Lua, or C++
Design and implementation experience with game features or content development tools
Knowledge of and enthusiasm for gaming: playing, deconstructing, and creating.

We are only considering students who will be enrolled in an accredited bachelors degree program in the summer of 2024, slated to graduate no earlier than December 2024. Applicants must be legally authorized to work in the US on a full time basis during the 12-week internship. Visa sponsorship is not available for this position.

Us Compensation And Benefits

The base salary ranges listed below are for the defined geographic market pay zones in these states. If you reside outside of these locations, a recruiter will advise on the base salary range and benefits for your specific location.

EA has listed the hourly pay ranges it in good faith expects to pay applicants for this role in the locations listed, as of the time of this posting. Salary offered will be determined based on numerous relevant business and candidate factors including, for example, degree type (e.g. Bachelor’s, Master’s, PhD), what stage you are in your degree journey (i.e. freshman, sophomore, etc.), qualifications, certifications, experience, skills, geographic location, and business or organizational needs.

HOURLY PAY RANGES

California (depending on location e.g. Los Angeles vs. Sacramento):

º $24 - $38

Colorado (depending on location e.g. Denver vs. Colorado Springs):

º $21 - $25

New York (depending on location e.g. Manhattan vs. Buffalo):

º $24 - $38

Washington (depending on location e.g. Seattle vs. Spokane):

º $24 - $33

Jersey City, NJ :

º $24 - $38

The hourly pay is just one part of the overall compensation at EA. We also offer a package of benefits including 80 hours per year of sick time (prorated based on scheduled hours per week if less than full-time), 16 paid company holidays per year, medical insurance, and 401(k). Interns in California are also eligible for Voluntary Disability Insurance.

, ,

#FlexibleWork"
30,"Wireless Services, Semiconductor Manufacturing, and Telecommunications",Intern/Co-Op,"Skyworks Solutions, Inc.",https://media.licdn.com/dms/image/C560BAQExuWSH_ZbWVA/company-logo_100_100/0/1636053998711/skyworks_solutions_inc_logo?e=2147483647&v=beta&t=O6OKRYPoxX_SVQKhj4iMNt5kgLXP-YBuSEWefjdAi-8,"If you are looking for a challenging and exciting career in the world of technology, then look no further. Skyworks is an innovator of high performance analog semiconductors whose solutions are powering the wireless networking revolution. At Skyworks, you will find a fast-paced environment with a strong focus on global collaboration, minimal layers of management and the freedom to make meaningful contributions in a setting that encourages creativity and out-of-the-box thinking. Our work culture values diversity, social responsibility, open communication, mutual trust and respect. We are excited about the opportunity to work with you and glad you want to be part of a team of talented individuals who together can change the way the world communicates.

Requisition ID: 71159

Job Description

As a UI/UX Design Co-Op you will collaborate with our creative and product engineering teams to create and develop intuitive design solutions that facilitate our internal software programs as well as our customer-facing corporate site. This person will also contribute to the design and implementation of user interface features and participate in design brainstorming sessions that will enhance the user experience in new as well as existing applications. This Co-Op starts in June 2024 and ends in December 2204.

Duties/Responsibilities

Collaborate with our product and research teams to understand user needs and develop wireframes and designs.
Participate in design brainstorming sessions and provide innovative ideas for improving user experience.
Convert conceptual ideas into user-friendly and intuitive designs that align with the company’s branding guidelines.
Assist in usability testing and gather feedback to incorporate in design improvements.

Required Skills/Abilities

Pursuing a related degree.
Experience in UI/UX design with a portfolio of design projects.
Proficiency in design software such as Figma and Adobe CC.
Strong understanding of responsive design.
Self-motivated and able to manage workload effectively.
High attention to detail is crucial.
Responsible, responsive, and enthusiastic.
Knowledge of user-centered design, planning and conducting user research, user testing, usability and accessibility concerns.

The typical pay range for an Engineering intern across the U.S. is currently USD $26.00 - $47.50 per hour and for a Non-Engineering intern across the U.S. is currently USD $22.50 - $42.00 per hour. Starting pay will depend on level of education, the ultimate job duties and requirements, and work location. Skyworks has different pay ranges for different work locations in the U.S.

Skyworks is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, disability, protected veteran status, or any other characteristic protected by law."
31,Retail Apparel and Fashion,"Apparel Design Intern, Spring Semester 2024",Chubbies Shorts,https://media.licdn.com/dms/image/D560BAQESCZCPUuqfPg/company-logo_100_100/0/1692367300795?e=2147483647&v=beta&t=QKX80VkMiHfyIpyyYrFya8Rv4R4Z2nok2nrDPIhSpm4,"Here at Chubbies, we believe in the weekend. We believe short shorts is a redundancy. But most importantly, we believe in our amazing and diverse employees. Without them, we couldn’t do a fraction of the things we have set out to do. We define ourselves by our fearless pursuit of fun and doing our part to make the world a better place. As an intern at Chubbies, you will have the opportunity to make the world a better place, one design at a time.

Our Internship opportunities give students real-world work experience and exposure to one of the world’s most energetic and lively apparel brands.

In addition to day-to-day responsibilities, all interns will participate in real-world business meetings. Our interns don’t just get the grunt work; they are a valuable part of our small team and will have a lasting impact on the Chubbies brand.

Duties and Responsibilities:
Support the Men’s Design team with the development of products from inception to production
Research market trends and concepts that support the brand identity
Support in creating fit, fabric, finish, and trim developments
Assist team with sketches, tech packs, and product line sheets
Partner with product marketing, technical design, and merchandising teams to ensure Chubbies product is exactly what our customer needs

Qualifications:
High school diploma or GED
Must be enrolled in an accredited undergraduate program
Demonstrates a passion for the apparel industry and design
Computer literacy including proficiency with MS Office and Google Suite applications
Knowledge and proficiency with Adobe Illustrator & Photoshop
Good working knowledge of garment construction
A high degree of flexibility and initiative with limited direction

Benefits:
Competitive Pay
Class Credit, driven by intern
Generous employee discount
Priceless opportunity to work with the coolest team ever!

Inclusion Clause

At Chubbies, we don’t believe in just celebrating the weekend, we celebrate different voices, perspectives, and backgrounds. We stand against discrimination based upon race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, veteran status, or disabilities. It is our commitment to creating an inclusive environment for all employees while we chase that Friday at Five feeling.

Even if you don't qualify or have specific experience in every facet of this role this job description may not be inclusive of all assigned duties, responsibilities, or aspects of the job described. We encourage you to apply for any role you're personally interested in & excited to drive positive change at Chubbies!

Chubbies participates in the E-Verify program in certain locations as required by law. Learn more about the E-Verify program here."
32,Construction,Energy Student Intern,Glumac,https://media.licdn.com/dms/image/D560BAQFiBhwzE_bSeg/company-logo_100_100/0/1690482173562/glumac_logo?e=2147483647&v=beta&t=EBdz8936APNnJj7lDIP6P7jOB0xnm9Wc98dhcYN0Q5o,"Glumac, A Tetra Tech Company, is a leader in Sustainable Design. Our mission is to engineer and commission “green buildings that work.”

We are seeking Energy Student Interns to join our team at Glumac! We have developed a robust Intern Program intended to develop student interns in the building engineering consulting profession and provide them with the tools necessary to fill a full-time position on our team after graduation. Your supervisor and mentor will work with you to develop a plan, outline goals and actions, and provide training that will prepare you for a career in this field.

As an intern at Glumac, we will teach you how to create engineering drawings for buildings using REVIT software, while working closely with engineers to understand the scope, design data needs, and guidelines for projects. Along with local site visits, technical seminars, and training, Glumac will connect you with team members to source knowledge and experience, which will create an invaluable network to help you learn, grow, and develop your professional skills. We will provide opportunities to attend local office events, participate with our Employee Resource Groups (ERGs), and join fireside chats and other presentations by our leadership team. You’ll also work on a group project where you’ll consider how “sustainability” takes on a different meaning when applied to the perspective of environment, people, relationships, communities, etc., and present this idea to a panel of judges and our Associates Group for possible implementation.

Impact, Innovation, and Inclusivity should be core values. To thrive in this role you should have:

a strong sense of commitment
a willingness to learn
a desire to work in a dynamic environment
some 3D design software knowledge

Interns have the best learning experiences when they are in the office working side-by-side with their colleagues. All interns must commit to working in a Glumac office a minimum of 2-3 days per week. Please identify in your application which location you are interested in working from, keeping in mind that Glumac is unable to provide compensation for relocation expenses or housing costs.

Salary Range: $23-$28 per hour

The base salary range represents the low and high end of the proposed salary range for this position. Actual salaries will vary depending on factors including but not limited to location, experience, and performance. Additional consideration will be given for Masters and PhD level applicants. The range listed is just one component of Glumac’s total compensation package for employees.

For more information on our company, please visit our website at www.glumac.com, www.tetratech.com, and https://www.tetratech.com/en/markets/high-performance-buildings.

To apply, please submit your resume and cover letter on the Careers portion of our website at https://www.glumac.com/careers/#open-positions.

Tetra Tech is proud to be an Equal Opportunity Employer. Diversity, inclusion, and equity are among Tetra Tech’s core values. Throughout our history, the company has prioritized the equitable inclusion of all people. All qualified candidates will be considered without regard to race, color, religion, national origin, military or veteran status, gender, age, disabilities, sexual orientation, gender identity, pregnancy and pregnancy-related conditions, genetic information, and any other characteristics protected by the law. We invite resumes from all interested parties. Please visit our website at www.tetratech.com to see the array of diverse services and exciting projects we are currently working on.

Tetra Tech is a VEVRAA federal contractor, and we request priority referral of veterans for available positions.

EOE AA M/F/Vet/Disability - No calls or agencies.

Job

Engineering

Primary Location

United States-Washington-Seattle

Organization

150 GTT

Job Posting

Oct 18, 2023, 3:27:15 AM

Job Closing Date

Ongoing"
33,Construction,Internship,U.S. Engineering,https://media.licdn.com/dms/image/C560BAQGmIn6QcSccYw/company-logo_100_100/0/1638376381512/usengineering_logo?e=2147483647&v=beta&t=tP8KdW9tvlVGu8gEWR9nQ_ckVIZUVv2FaR2HSe4KmDc,"U.S. Engineering has been an industry leader since 1893. How? Constant innovation and a willingness to evolve. The construction industry changes rapidly, and we cultivate a dynamic workplace where even our newest team members can influence change and make an impact. We know that our most valuable asset is our people. Join us!
Our Summer internship programis a full-time, 10–12-week summer position from May through August 2024. As an intern you’ll receive an exciting opportunity to acquire relevant work experience and work alongside our best and brightest. You will be paid competitively and get to network with our top leaders. Your experience will include an orientation, job walks and a community service event, just to name a few.
Internships at U.S. Engineering:
As mechanical contractors, we rely on an enormously varied pool of experts to keep our company running smoothly. From project managers in the field directing construction operations, to detailers on site or in the office using VR to design building systems. From a content specialist writing this sentence, to an accountant paying the bills (and paying the content specialist writing this sentence). Types of internship opportunities are based on current business needs and vary from summer to summer. As an intern you will start off in the area that suits you. You might work alongside our teams in Accounting, Marketing, HR,Construction,preconstruction,Innovations,safety, orvirtual construction.
Education:
Pursuing or recent graduate of a bachelor’s degree at a college/university.
Knowledge, skills and abilities:
An appetite to learn.
Ability to work independently, as well as collaborate with a team.
Effective communication skills.
Ability to develop and foster strong professional relationships.
Self-motivation and awareness.
Basic level of business acumen.
Physical and/or Travel demands:
This position will work out of our Kansas City, Missouri office (3433 Roanoke Road, Kansas City, MO 64111).
Frequent use of computer, including keyboard, viewing monitor for extended periods of time, physically moving throughout the office.
Occasional day trips between construction job sites, offices, and manufacturing facilities
Benefits and Compensation:
This is a temporary, full-time, non-benefits eligible position, and is classified as non-exempt. We pay our interns because we value your time and want to support your financial stability as you begin to explore your options in this industry. The hourly rate for this position has been established at $18-$22/hour and is U.S. Engineering's good faith and reasonable estimate at the time of the posting. The compensation offered to the finalist selected for this role will be set based on a variety of factors.
Culture:
At U.S. Engineering, we actively engage in a high-performance culture, meaning we maintain a culture in which people can be the best version of themselves. We encourage professional development, and we always put our people first in everything we say and do. Our people don’t just matter, they are the priority.
Candidates must be legally authorized to work in the United States on a full-time basis without requiring future sponsorship for employment visa status. We will not sponsor applicants for work visas.
U.S. Engineering is an Equal Employment Opportunity Employer and shall provide equal employment opportunities to all people in all aspects of employer-employee relations, without regard to race, color, creed, national origin, religion, sex, age, sexual orientation, gender identity, disability or veteran status.
U.S.Engineering is compliant with the Drug Free Workplace Act, and all offers of employment are contingent upon the completion of a pre-employment drug screen.
Disclaimer:The above statements are intended to describe the general nature and level of work being performed by people assigned to this position. They are not intended to be construed as an exhaustive list of all responsibilities and job specifications required of employees so classified. U.S. Engineering reserves the right to revise as needed. The job description does not constitute a written or implied contract of employment."
34,"Architecture and Planning, Civil Engineering, and Design Services",Architecture Intern,Cushing Terrell,https://media.licdn.com/dms/image/C560BAQHUIB2ibeiwRw/company-logo_100_100/0/1579292961666/cushing_terrell_logo?e=2147483647&v=beta&t=Q-7AkyrWdrFDIF8zrsnmcGvE6zvVbh14nxXKNMyMKzU,"Ready to design with us?

As a Cushing Terrell Intern, you will work on environments that push the boundaries of cutting-edge design as well as see great opportunities for leadership and career growth. You will be a part of a collaborative team of talented designers, engineers, and business professionals across our 14 offices located throughout the United States, to achieve integrated, forward-thinking, and award-winning design solutions.

At this time we do not have any open internship positions, however we are always looking for great candidates.

What you will bring to the table:

Working towards an Accredited Professional Degree in relevant Architectural field
A desire to expand the technical expertise of our team
A passion for knowledge transfer, work sharing, and standards development
Excellent oral and written communication skills

As a Team Member at Cushing Terrell, you will…

Have proficiency in a variety of software applications to include: Revit, AutoCAD, Bluebeam and Microsoft Office
Strong mathematical, analytical and problem-solving skills
Use basic design criteria furnished by an experienced architect or engineer and under their supervision prepare clear, concise, readable drawings and BIM models including model setup, input, and red-line correction changes
Conduct basic materials research and specification preparation and writing
Assist with cost estimating take offs and data input
Assist with or provide on-site construction observation on simple projects
May lead small projects under the direction and supervision of a supervisor
Attend weekly classes and watch training videos
Work alongside and learn from professionals in parallel disciplines
Work with project teams spanning several of our offices across the nation
Work with a variety of local and national clients
Visits to construction sites with project leaders (dependent upon project phase and time of year)
The majority of the time a person in this role will be sitting in an office with limited physical requirements. This may require individuals to bend, stretch, twist and reach. On occasion individuals will be required to visit a client site to perform site verifications and field surveys.

Compensation

The expected salary range for this position $18 to $22 hourly is based on the location/s posted. If you are a candidate living outside of (this region/these regions), we still encourage you to apply as salary ranges may differ across states/cities/job markets.

Actual pay will be determined based on your years of experience, licensure status, location, level of proficiency, and other job-related factors (as permitted by law). The position is also eligible for an annual performance bonus.

We are Cushing Terrell

As a fully integrated firm, offering a balance of architecture and the full spectrum of engineering services, our firm commands unique resources to support our on-going drive to be an acknowledged pioneer at the forefront of engineering, architecture, planning, and design across the country – ranking within the top of ENR’s best AE firms.

At Cushing Terrell, we empower our people to be creative pioneers. Our business is built around integrity, design ingenuity, and growth – to shape a new world and to discover imaginative, responsible, and exceptional environments.

Equity

We embrace diversity and equality in a serious way. We are committed to building a team with a variety of backgrounds, skills, and views. The more inclusive we are, the better our work will be.

Cushing Terrell is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to actual or perceived race, age, color, religious creed, sex or gender, sexual orientation, gender identity or expression, marital status, national origin, ancestry, citizenship status, physical or mental disability, military status or status as a protected veteran, or any other characteristic protected by applicable federal, state, or local laws and ordinances. Applicants must be currently authorized to work in the United States on a full-time basis.

If you need assistance or an accommodation while seeking employment with us, please call 406.248.7455. We will make a determination on your request for reasonable accommodation on a case-by-case basis. If you are having difficulty applying through an external website, please visit www.cushingterrell.com/joinus/."
