,title,company,logo,industry,raw_description
66,Sales - Procter & Gamble Internship,Procter & Gamble,https://media.licdn.com/dms/image/C4D0BAQGGCd-fMXfRWw/company-logo_100_100/0/1661448431618?e=2147483647&v=beta&t=_AcbB7tfAZuMBtzpvQmokY1-ide5I6hgHJCwjPWx90g,Manufacturing,"Job Location

Cincinnati

Job Description





If you answered “YES” to all the above questions, we are excited to invite YOU to be a Sales Intern at P&G during the Summer of 2024!

We are seeking Sales Interns to join our company who will set priorities and follow through on commitments, collaborate effectively with diverse teams of people, and demonstrate innovation and initiative – all while being excellent communicators and drawing on creative and data-driven insights to shape business strategy. As a Sales Intern at P&G, you will need to be highly motivated and results-oriented—starting on Day 1, you will exercise early selling and account management responsibilities.

As a Sales Intern YOU will make an impact on the P&G business!



Much of our strategic selling work is externally focused with an emphasis on our national key customers, though interns may also work with online retailers. Sales Interns collaborate across their customer teams in partnership with strategic selling leadership to prepare business plans and external negotiations. Strong interns deliver superior sales for our brands while demonstrating and advancing their strategic selling skills in the process.

You will personally make commercial recommendations for a category (e.g.: Fabric Care with Tide, Oral Care with Crest, Baby Care with Pampers, Hair Care with Head & Shoulders etc). Your mission will be to improve turnover and selling fundamentals by suggesting strategic choices across budget, assortment, merchandising, and promotion. Your contributions will be essential to P&G’s success!







Successful candidates must:





We produce globally recognized brands, and we grow the best business leaders in the industry. With a portfolio of trusted brands as diverse as ours, it is paramount our leaders are able to lead with courage the vast array of brands, categories and functions. We serve consumers around the world with one of the strongest portfolios of trusted, quality, leadership brands, including Always®, Ariel®, Gillette®, Head & Shoulders®, Herbal Essences®, Oral-B®, Pampers®, Pantene®, Tampax® and more. Our community includes operations in approximately 70 countries worldwide.

Visit http://www.pg.com to know more.

Our consumers are diverse and our talents - internally - mirror this diversity to best serve it. That is why we’re committed to building a winning culture based on Inclusion and our ideal candidate is passionate about the same principle: you will join our daily effort of being “in touch” so we craft brands and products to improve the lives of the world’s consumers now and in the future. We want you to inspire us with your unrivaled ideas.

Compensation for roles at P&G varies depending on a wide array of non-discriminatory factors including but not limited to the specific office location, role, degree/credentials, relevant skill set, and level of relevant experience. At P&G compensation decisions are dependent on the facts and circumstances of each case. Total rewards at P&G include salary + bonus (if applicable) + benefits. Your recruiter may be able to share more about our total rewards offerings and the specific salary range for the relevant location(s) during the hiring process.

We are committed to providing equal opportunities in employment. We do not discriminate against individuals on the basis of race, color, gender, age, national origin, religion, sexual orientation, gender identity or expression, marital status, citizenship, disability, veteran status, HIV/AIDS status, or any other legally protected factor.

Immigration Sponsorship is not available for this role. For more information regarding who is eligible for hire at P&G along with other work authorization FAQ’s, please click HERE.

Procter & Gamble participates in e-verify as required by law.

Qualified individuals will not be disadvantaged based on being unemployed.



Full time



R000083484



Internships (Job Segmentation)



$29.00 - $50.00 / hour"
67,Barry Katz Entertainment Internship (Assistant to CEO)*,Barry Katz Entertainment,https://media.licdn.com/dms/image/C4D0BAQHwxxkqLuIhbQ/company-logo_100_100/0/1565829817321?e=2147483647&v=beta&t=6uqdiC-eRQJiYMUxxl5XERordrXV8XgAZGTZOq8jeO4,"Movies, Videos, and Sound","Job Description

Full & Part Time Unpaid Internship Opportunities

Physical/Post Production

Podcast

Administrative

Social Media

Development



Interns will work directly with the CEO of the company (Barry Katz) and his team of assistants to support BKE talent management and consulting clients, television/film productions, and on the Industry Standard podcast (guests have included Kevin Hart, Dr. Phil, Caitlyn Jenner, ""Wonder Woman"" director Patty Jenkins, David Copperfield, Judd Apatow, Norman Lear, Bill Burr, Chuck Lorre, and Netflix president Ted Sarandos). You are not required to have all of the skills listed below in all areas, but Barry does like to have most internships cross over into as many areas (from the list below) as possible.

Physical/Post Production Internship

We are looking for video/audio editors who will be responsible for producing BKE content.



Demonstrate strong technical knowledge of video/audio editing

Work with greenscreen technology

Receive constructive criticism and can apply feedback to future cuts and final versions.

Manage large files and hard drives



Candidates must have or have access to a reliable computer capable of processing large files.

Podcast Internship

We are looking to hire Podcast interns who will help manage, produce, and edit (audio/video) The Industry Standard podcast.



Help run a live recording session

Edit/master episode audio

Manage content on iTunes, Spotify, Stitcher, and Art19

Provide research and notes for guests

Greet guests, assist with the recording process, and transfer/upload audio files after each recording session

Help book potential guests and talent

BKE Administrative Internship

We are looking for detail-oriented administrative interns to help run daily office operations.



Exhibit superior organizational skills and strong multi-tasking abilities

Manage the different teams at Barry Katz Entertainment

Assist with day-to-day tasks at the office

Schedule meetings, shooting dates, and interviews

Keep track of ongoing projects and maintain the content release schedule for various platforms (e.g. Patreon, Discord, website, etc.)

BKE Social Media Internship

We are looking for motivated and comedy-oriented social media interns to create and maintain content across various social media platforms.



Develop and design promotional and personal posts for Barry Katz Entertainment

Exhibit knowledge of social media trends

Demonstrate strong oral and written communication skills

Help further develop the BKE brand

BKE Development Internship

We are looking for motivated development interns with a passion for storytelling and developing written content.



Demonstrate strong oral and written communication skills

Assist with notes and script coverage

Create compelling copy, pitch decks, etc. for BKE management and consulting clients

Support production teams in all stages of development

=======================================================================INSTRUCTIONS TO APPLY TO THE INTERNSHIP (READ CAREFULLY):

In Your Application, Please Include a Link To a Video (5 Minutes Or Less) FILMED HORIZONTALLY ON YOUR SMART PHONE Answering The Following Questions:



THIS VIDEO IS AN OPPORTUNITY TO SHOWCASE WHO YOU ARE. BE CREATIVE, GENUINE, AND MOST IMPORTANTLY... FUNNY! PLEASE SEND YOUTUBE OR VIMEO LINKS ONLY. WE WILL NOT REVIEW ANY FILES THAT NEED TO BE DOWNLOADED.

THEN (1) LOG ONTO (url removed) (2) JOIN THE FREE COMMUNITY (3) AND DM (DIRECT MESSAGE) BARRY THE LINK TO YOUR VIDEO SUBMISSION.

====================================================================="
68,Supply Chain Internship,Procter & Gamble,https://media.licdn.com/dms/image/C4D0BAQGGCd-fMXfRWw/company-logo_100_100/0/1661448431618?e=2147483647&v=beta&t=_AcbB7tfAZuMBtzpvQmokY1-ide5I6hgHJCwjPWx90g,Manufacturing,"Job Location

Cincinnati

Job Description



P&G is the largest consumer packaged goods company in the world. We have operations in over 75 countries, with 65 trusted brands that improve lives for 5 billion consumers worldwide. This brings many advantages, including the opportunity for our employees to enjoy a diverse and rewarding lifelong career filled with new and exciting challenges. We give you the tools to become a world class leader!

P&G is recognized as one of the Top Companies for Executive Women, Fast Company Best Workplace for Innovators, and as one of the Most Reputable Companies by both Forbes and Fortune.

Did you know that at Procter & Gamble we consider the Supply Network Operations (SNO) organization as the engine that accelerates value creation? Getting thousands of different products on customer shelves precisely, without fail, brings meaning to every workday. Furthermore, you will be working with the best of the best! P&G’s supply chain excellence has been externally recognized by Gartner, a leading industry consulting firm. In recent years, Gartner has named P&G as one of four supply chain Masters—a separate class to recognize long-term consistent excellence!



Supply Chain Interns enjoy making tremendous impacts on our supply chains. Your workdays are bound to be dynamic, and your ability to deal with various supply challenges will be put to the test! You’ll have the opportunity to work on several projects and grow your skills in logistics and business operations. You will also get exposure to P&G Senior Leadership, and you may tour various parts of the company such as manufacturing sites, distribution centers, and innovation centers. The colleagues you will interact with are likely to span various disciplines such as Manufacturing, QA, and IT.

There are a variety of responsibilities you could have as a Supply Chain Intern. The work may entail some of the following:



You’ll have the plenty of opportunities to leverage analytical skills and improve processes. Moreover, the achievements on your internship projects have the potential to enable great cost savings and company growth!









A Bachelor’s or Master’s in Supply Chain Management/Logistics, Industrial Engineering, Other Business Administration or Engineering, Computer Science, Mathematics, or a degree with relevant experience

Excellent visionary, strategic and courageous leadership skills

Problem solving via innovation & creativity

Strong thinking/problem-solving skills which can be applied to business processes with a ""can-do"" attitude

Ability to collaborate effectively within a multicultural environment



We are committed to providing equal opportunities in employment. We value diversity and do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

Starting Pay / Salary Range: $29-50/hr

Compensation for roles at P&G varies depending on a wide array of non-discriminatory factors including but not limited to the specific office location, role, degree/credentials, relevant skill set, and level of relevant experience. At P&G compensation decisions are dependent on the facts and circumstances of each case. Total rewards at P&G include salary + bonus (if applicable) + benefits. Your recruiter may be able to share more about our total rewards offerings and the specific salary range for the relevant location(s) during the hiring process.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, disability status, age, sexual orientation, gender identity and expression, marital status, citizenship, HIV/AIDS status or any other legally protected factor.

Immigration Sponsorship is not available for this role. For more information regarding who is eligible for hire at P&G along with other work authorization FAQ’s, please click HERE.

Procter & Gamble participates in e-verify as required by law.

Qualified individuals will not be disadvantaged based on being unemployed.



Full time



R000084236



Internships (Job Segmentation)



$29.00 - $50.00 / hour"
69,Paid Internship - Web Content Management Intern,Cincinnati Art Museum,https://media.licdn.com/dms/image/D560BAQGm1baPXg_7zQ/company-logo_100_100/0/1695757085461?e=2147483647&v=beta&t=eaGA7i7lIvaCYUaBk3CxYMOsB1GVL-AoSQiWoFsyaoo,"Museums, Historical Sites, and Zoos","Position Summary

The Cincinnati Art Museum has an opening for a part-time, paid Web Content Management Intern to work with the Marketing team on web design and content management projects, including maintaining the Art Museum’s website, working with exhibition-related web content, and producing accessibility content. The intern will be scheduled up to 20 hours per week and will begin in mid-January 2024 through mid-April 2024.


Working under the supervision of the Digital Content Manager, duties include, but are not limited to:"
70,Social Media Internship,One Impression,https://media.licdn.com/dms/image/C510BAQElVGxcHCIVaA/company-logo_100_100/0/1578040399306?e=2147483647&v=beta&t=DJu0nDFbCF_AmmffMJqE96W8uJnQpVhuTyl48YWjsfc,Marketing Services,"One Impression is one of the World’s largest influencer marketing platforms helping over 300+ global brands ranging from enterprises such as Unilever, Nestle, Amazon to startups such as Meesho, Nykaa, CoinSwitch. We are active in over 12 countries including India, US, Australia, the Middle East, etc, and have a network of over 6.5 Mil + influencers across Instagram & YouTube. Our creator network is one of the largest ranging from top celebrities to nano creators in over 10+ languages.

We are quickly capturing wallet shares of giants such as Facebook & Google as influencers continue to become a mainstream channel for brands to drive growth and engagement amongst their target audiences. The ultimate vision is to capture 25% of the global media ad spend by becoming the world’s de-facto influencer platform.

We are already the market leader in the Asian market and are now aiming to grow 10x by consolidating the entire market spend towards our newly launched platform for advertisers. In parallel, we aim to establish a strong presence in other global markets such as the US, Indonesia, etc. We are also backed by some of the top investors in the country including Founders of Vedantu, LivSpace, People Group, MamaEarth, Wow Skin Sciences, OML, etc as well as celebrities such as KL Rahul, Zakir Khan, Masoom Minawala, to name a few.

We strongly believe in our people and they are the key pillars to driving our success. It is our people who drive our incredible growth. If you are excited about solving complex world problems, we are looking for you!"
71,"INTERNSHIP - Information Technology - ThoroughCare, Inc.",Innovation Works,https://media.licdn.com/dms/image/C510BAQE2_N2th0Em_w/company-logo_100_100/0/1519856631389?e=2147483647&v=beta&t=xUjMoIgqdzGUqCiytGMxuqC1JRW_kUtOmkMB277tMv8,Internet Publishing,"ThoroughCare, Inc.

Information Technology Intern

ThoroughCare, Inc. is a healthcare technology company, located in Pittsburgh, PA. Through our cloud based and HIPAA compliant solution, ThoroughCare’s software supports healthcare practitioners and systems with the implementation and administration of numerous Medicare programs, including:



ThoroughCare is looking for 2 Technical Interns for the summer of 2021. The interns will work onsite at our Pittsburgh PA headquarters (north shore – near PNC park). This is a 40-hours per week paid position at the rate of $15 per hour.

Reports to the Tech Support Manager.


The ideal candidate will have a Management Information Systems (MIS) / IT background or have completed related courses and projects.




Education


Please forward resumes to: jobs@thoroughcare.net


Powered by JazzHR

6wW1SYY1iA"
72,WB Games Product Management Co-op Internship - Spring 2024,Warner Bros. Discovery,https://media.licdn.com/dms/image/C4D0BAQGx5RV9AvJFYg/company-logo_100_100/0/1649455844061?e=2147483647&v=beta&t=T37HeWOnFHMyXwAxFKKPecq4tWjcK4BV-cqBNSyc43E,Entertainment Providers,"Every great story has a new beginning, and yours starts here.

Welcome to Warner Bros. Discovery... the stuff dreams are made of.

Who We Are...

When we say, ""the stuff dreams are made of,"" we're not just referring to the world of wizards, dragons and superheroes, or even to the wonders of Planet Earth. Behind WBD's vast portfolio of iconic content and beloved brands, are the storytellers bringing our characters to life, the creators bringing them to your living rooms and the dreamers creating what's next...

From brilliant creatives, to technology trailblazers, across the globe, WBD offers career defining opportunities, thoughtfully curated benefits, and the tools to explore and grow into your best selves. Here you are supported, here you are celebrated, here you can thrive.

Warner Bros. Games Boston is a Warner Bros. Games development studio focused on creating free-to-play games for mobile platforms. The studio is utilizing its extensive expertise in creating persistent online worlds that foster powerful social gaming communities to develop its hit mobile game, Game of Thrones: Conquest.

The Job

These co-ops will be located in the Boston, MA area from January to June (6 months). The selected co-ops will be expected to join us in the office on a regular cadence based on the intern managers in office schedule.

The Daily



The Essentials



Warner Bros. Discovery will only consider candidates who are presently authorized to work for any employer in the United States and who will not require work visa sponsorship from Warner Bros. Discovery now or in the future in order to retain their authorization to work in the United States.

The Nice To Haves





WBD's Internship/Co-op Program is designed to nurture students professionally and personally. We attract the country's boldest and brightest students for paid, for-credit, real-world internship experiences in the entertainment, tech, sports, news and media industries. We offer career-defining opportunities to learn valuable skills that will help you prepare for a successful future.

Ready to learn more? Here's what we offer:



What you can expect to take away from this co-op:







We are interviewing through Fall 2023 on a rolling basis. A Warner Bros. Discovery Intern team member will contact you if your experiences and interests match an open internship position. Due to the high volume of applications, we are unable to give individual status updates.

In compliance with local law, we are disclosing the compensation for roles in locations where legally required. Pay Rate: $29 per hour USD.

How We Get Things Done...

This last bit is probably the most important! Here at WBD, our guiding principles are the core values by which we operate and are central to how we get things done. You can find them at www.wbd.com/guiding-principles/ along with some insights from the team on what they mean and how they show up in their day to day. We hope they resonate with you and look forward to discussing them during your interview.

The Legal Bits...

Warner Bros. Discovery embraces the opportunity to build a workforce that reflects the diversity of our society and the world around us. Being an equal opportunity employer means that we take seriously our responsibility to consider qualified candidates on the basis of merit, without regard to race, color, religion, national origin, gender, sexual orientation, gender identity or expression, age, mental or physical disability, and genetic information, marital status, citizenship status, military status, protected veteran status or any other category protected by law.

If you're a qualified candidate with a disability and you need a reasonable accommodation in order to apply for this position, please contact us at recruitadmin@wbd.com."
73,Mechanical Engineering Internship,Cleo Robotics,https://media.licdn.com/dms/image/D4E0BAQH4RJsFofd1JA/company-logo_100_100/0/1692041038022?e=2147483647&v=beta&t=qwvcEcF5-SFDEHr11ORts041FnJCJmLCeCAaZ6Swv6Q,"Technology, Information and Internet","Cleo Robotics specializes in unconventional robotic systems equipped with cutting-edge sensing and intelligence in a tiny package to operate in dangerous and difficult to reach environments. Our customers span across various industries including Renewable Energy, Aerospace, Oil and Gas, Public Safety and Manufacturing.

We’re a growing team of experts in robotics and autonomous systems with diverse backgrounds and skills. Our mission is to build safe drones that can operate where no other robot can for collecting critical data that can save lives and decrease costs.


As an mechanical engineering intern at Cleo Robotics, you will be paired up with one or more members of our team, assuming ownership of a project that meaningfully advances the capabilities of our Dronut platform. The internship project will focus on aiding the Dronut’s perception, autonomy and control algorithms related to operation in GPS denied environments and confined spaces such as tanks, tunnels and wind turbines. If you have a strong foundation in engineering, robotics, math, and software development and you are interested in directly contributing to the development of the next generation of aerial vehicles, we would love to hear from you."
74,Gallery Assistant - Internship,GALERIES BARTOUX,https://media.licdn.com/dms/image/D4E0BAQEXsVKmASHbYA/company-logo_100_100/0/1697443614461?e=2147483647&v=beta&t=Kh8bxAAgAZb3tMjm_2ka-S5wMwxtFNGyIwYzT8Tx7dE,"Artists and Writers, Retail, and Retail Luxury Goods and Jewelry","Internship – Art Gallery Assistant
Description of the company:

Galeries Bartoux, a family Artistic adventure.
Since 30 years, Galeries Bartoux has been an international group with 21 Art Galleries located in France, Monaco, London, New York, and Miami."
75,Business Internship - PAID Internship,Delagroup Management,https://media.licdn.com/dms/image/D4E0BAQHdSxfhEj_B2Q/company-logo_100_100/0/1685633308937?e=2147483647&v=beta&t=atbwO5wcO6EWx17TeqiVFACLPpR8QhX-O_dvhN8zD30,Internet Publishing,"We believe in having a fun, but competitive environment. This drives our team to work together to achieve our clients' needs, but at the same time motivates us to get better each day. We are looking for an individual that can succeed in this type of environment and always has an open mind to learn new skills every day.

We are looking to develop future leaders and teach them skills in the sales and marketing field that will help them hit their personal goals. We know as a team if we help an individual hit their personal goals, then as a team we will continue to grow and continue to expand our clients' names. Leadership skills we are looking to grow in an individual include training, time management, public speaking, and communication.

In the internship program, we look to develop these skills to help build their resume for future ventures!

Responsibilities of an intern:



Experience is not necessary but any background in the following is a huge plus:

Customer Service - Retail - Sales - Hospitality - Marketing - Advertising - Public Relations Management - Shift Lead or Team Lead



Powered by JazzHR

3goSTGJWk3"
76,Telemundo - Entertainment & Streaming Internship (Spring 2024),NBCUniversal Telemundo Enterprises,https://media.licdn.com/dms/image/C4E0BAQHapHu8KYcAJg/company-logo_100_100/0/1544452317265?e=2147483647&v=beta&t=dYwwaX6G71o39pmxbAu2RLS5MQkUjzYnvvJZECDOYzM,"Broadcast Media Production and Distribution, Entertainment Providers, and Media Production","Company Description

NBCUniversal owns and operates over 20 different businesses across 30 countries including a valuable portfolio of news and entertainment television networks, a premier motion picture company, significant television production operations, a leading television stations group, world-renowned theme parks and a premium ad-supported streaming service. Here you can be your authentic self. As a company uniquely positioned to educate, entertain and empower through our platforms, Comcast NBCUniversal stands for including everyone. We strive to foster a diverse and inclusive culture where our employees feel supported, embraced and heard. We believe that our workforce should represent the communities we live in, so that together, we can continue to create and deliver content that reflects the current and ever-changing face of the world. Click here to learn more about Comcast NBCUniversal’s commitment and how we are making an impact.


The Content Strategy intern will collaborate closely with the Specialist and Director of the team in the programming and development of Tplus shows. This entails assisting in the management of the programming grid, conducting research, evaluating show pitches, working on different Tplus projects, and submitting weekly reports. Additionally, this intern will participate in programming team meetings. This role provides a hands-on opportunity to gain insights into the entertainment industry and the processes involved in creating shows.








NBCUniversal's policy is to provide equal employment opportunities to all applicants and employees without regard to race, color, religion, creed, gender, gender identity or expression, age, national origin or ancestry, citizenship, disability, sexual orientation, marital status, pregnancy, veteran status, membership in the uniformed services, genetic information, or any other basis protected by applicable law. NBCUniversal will consider for employment qualified applicants with criminal histories in a manner consistent with relevant legal requirements, including the City of Los Angeles Fair Chance Initiative For Hiring Ordinance, where applicable.

If you are a qualified individual with a disability or a disabled veteran, you have the right to request a reasonable accommodation if you are unable or limited in your ability to use or access nbcunicareers.com as a result of your disability. You can request reasonable accommodations by emailing AccessibilitySupport@nbcuni.com."
77,Data Science Undergraduate Internship (Remote - Summer 2024),The Home Depot,https://media.licdn.com/dms/image/C4E0BAQHzR2llYqUBtg/company-logo_100_100/0/1620049929202?e=2147483647&v=beta&t=DGQsq_EIViduZdLHlMNur_Vt-0nU0P-p6DC07DWU5D4,Retail,"Internship Overview

The Home Depot's Summer Internship program offers college students an opportunity to develop leadership skills and gain hands on experience in a corporate environment. During an 11 - week period from May 13 - July 26, 2024, interns will be assigned to a functional team such as Supply Chain, Marketing, e-commerce, Technology, Finance, Operations, Merchandising, Outside Sales & Services, Human Resources, etc. Interns will learn more about our retail business and our corporate offices while having the opportunity to work on a pre-assigned project that impacts the function they are supporting. Additionally, interns participate in networking and development activities that set them up for success as they build their careers.



The Data Science Intern Program offers talented college students the opportunity to develop their advanced data science skills while supporting the Company's strategic objectives. Intern candidates are assigned to a project aligned to business areas such as e-Commerce, Merchandising, Operations or Finance.

The Home Depot's internship program was recently named in the top 50 in the US. Our program offers college students an opportunity to develop leadership skills and gain hands on experience working with a number of leaders on projects that directly impact the business for one of the world's leading retailers. During the 12-week period, interns will focus on working with a variety of data science roles and functions to translate business questions into actionable insights and deliver high quality analytical solutions.









At The Home Depot, our associates always have room to move up and explore new opportunities. After the Internship, here are some examples of early career roles for interns with a background in Data Science:"
78,Sales - Procter & Gamble Internship,Procter & Gamble,https://media.licdn.com/dms/image/C4D0BAQGGCd-fMXfRWw/company-logo_100_100/0/1661448431618?e=2147483647&v=beta&t=_AcbB7tfAZuMBtzpvQmokY1-ide5I6hgHJCwjPWx90g,Manufacturing,"Job Location

Cincinnati

Job Description





If you answered “YES” to all the above questions, we are excited to invite YOU to be a Sales Intern at P&G during the Summer of 2024!

We are seeking Sales Interns to join our company who will set priorities and follow through on commitments, collaborate effectively with diverse teams of people, and demonstrate innovation and initiative – all while being excellent communicators and drawing on creative and data-driven insights to shape business strategy. As a Sales Intern at P&G, you will need to be highly motivated and results-oriented—starting on Day 1, you will exercise early selling and account management responsibilities.

As a Sales Intern YOU will make an impact on the P&G business!



Much of our strategic selling work is externally focused with an emphasis on our national key customers, though interns may also work with online retailers. Sales Interns collaborate across their customer teams in partnership with strategic selling leadership to prepare business plans and external negotiations. Strong interns deliver superior sales for our brands while demonstrating and advancing their strategic selling skills in the process.

You will personally make commercial recommendations for a category (e.g.: Fabric Care with Tide, Oral Care with Crest, Baby Care with Pampers, Hair Care with Head & Shoulders etc). Your mission will be to improve turnover and selling fundamentals by suggesting strategic choices across budget, assortment, merchandising, and promotion. Your contributions will be essential to P&G’s success!







Successful candidates must:





We produce globally recognized brands, and we grow the best business leaders in the industry. With a portfolio of trusted brands as diverse as ours, it is paramount our leaders are able to lead with courage the vast array of brands, categories and functions. We serve consumers around the world with one of the strongest portfolios of trusted, quality, leadership brands, including Always®, Ariel®, Gillette®, Head & Shoulders®, Herbal Essences®, Oral-B®, Pampers®, Pantene®, Tampax® and more. Our community includes operations in approximately 70 countries worldwide.

Visit http://www.pg.com to know more.

Our consumers are diverse and our talents - internally - mirror this diversity to best serve it. That is why we’re committed to building a winning culture based on Inclusion and our ideal candidate is passionate about the same principle: you will join our daily effort of being “in touch” so we craft brands and products to improve the lives of the world’s consumers now and in the future. We want you to inspire us with your unrivaled ideas.

Compensation for roles at P&G varies depending on a wide array of non-discriminatory factors including but not limited to the specific office location, role, degree/credentials, relevant skill set, and level of relevant experience. At P&G compensation decisions are dependent on the facts and circumstances of each case. Total rewards at P&G include salary + bonus (if applicable) + benefits. Your recruiter may be able to share more about our total rewards offerings and the specific salary range for the relevant location(s) during the hiring process.

We are committed to providing equal opportunities in employment. We do not discriminate against individuals on the basis of race, color, gender, age, national origin, religion, sexual orientation, gender identity or expression, marital status, citizenship, disability, veteran status, HIV/AIDS status, or any other legally protected factor.

Immigration Sponsorship is not available for this role. For more information regarding who is eligible for hire at P&G along with other work authorization FAQ’s, please click HERE.

Procter & Gamble participates in e-verify as required by law.

Qualified individuals will not be disadvantaged based on being unemployed.



Full time



R000083484



Internships (Job Segmentation)



$29.00 - $50.00 / hour"
79,Digital Marketing Internship,Kim Orthodontics LLC,https://media.licdn.com/dms/image/C560BAQFI4qNifkA0tg/company-logo_100_100/0/1622059177683?e=2147483647&v=beta&t=9T-h3YRVIGugp6WBGyG6Y63pLlwuFnKgRfaNpWtnCmg,Internet Publishing,"JOIN THE BEST AND BRIGHTEST IN ORTHODONTICS

Kim Orthodontics is a world-class, fully-digital orthodontic practice specializing in Invisalign treatment. Combining award-winning expertise with best-in-class technology, we work passionately to provide an exceptional patient experience and the most beautiful smiles around. What you can expect to enjoy:



Position


Main Responsibilities


Job Type: Internship

Work Schedule


Job Locations




Salary


To find out more about exciting career opportunities at Kim Orthodontics, visit us at

Powered by JazzHR

UYCBxzdRTL"
80,Recent Grads and Interns - Entry Level Career Opportunity!,Inspire U,https://media.licdn.com/dms/image/D4D0BAQG1-qFwJD8huA/company-logo_100_100/0/1663173568105/inspireutn_logo?e=2147483647&v=beta&t=IVDaG6ymMq8ixLxRAW1SEoWV99hvx0scSiHU_0bI8as,Internet Publishing,"We have recently expanded our client portfolio due to high demand, and we are in need of a couple of motivated recent graduates and interns. Our event marketing team is searching for fresh minds to assist with the development of exciting and fresh ideas.

We will provide the training, support, and coaching needed to excel in this role. This is a fast paced internship that is a fun and challenging role. If you are up to the challenge, read and apply below!

If you are looking for an exciting future career in business, marketing, sales, and human resources our hands on internship will help you figure out the right path for you. It's completely understandable to not know what career path you want to take, that's the purpose of an internship. We are ready to develop the right people. If your ready for a fun yet challenging internship apply below!

Who We Are

With a diverse collective of experiences, we are renowned experts in event marketing, customer acquisition and customer retention. With a strong focus on building brand and growing our clients’ market share, we are the ‘go to’ marketing firm for businesses looking to quickly grow their bottom line – and keep it growing!

This position is entry-level, so NO PRIOR EXPERIENCE IS NECESSARY.

Candidates with experience in retail, hospitality, bartending, food service, childcare or customer service will be considered first. If you're looking to put your experience to work in a new field, this is the perfect opportunity for you.

If you're selected to join our team, you'll be working with clients every day, and getting to do what you're best at. Promising candidates will be promoted to Branch Management after they have demonstrated their talent and ability. If you are good at what you do, you'll be rewarded for your hard work!

Powered by JazzHR

2erVzrbp6s"
81,"Human Resources Internship (Summer 2024, Hybrid- NYC/LA)",Paramount,https://media.licdn.com/dms/image/D4E0BAQHYHncXxrgoNw/company-logo_100_100/0/1688181788228/paramountco_logo?e=2147483647&v=beta&t=ksEwpz39UZS36bHTelStmhLnYVEAFKM6MKsEvUW0xb4,Entertainment Providers,"College students, start your career at the forefront of culture and conversation and work for entertainment's most iconic brands! Our Summer Internship Program offers endless ways to explore careers through an immersive 10-week, well-rounded paid program that encourages students to bring their passions and insights to work. Most importantly, the program acts as a pipeline for future opportunities.

Human Resources are strategic business partners that support employees across a variety of functions, including but not limited to:








December 31st, 2023

Paramount Global (NASDAQ: PARA, PARAA) is a leading global media and entertainment company that creates premium content and experiences for audiences worldwide. Driven by iconic studios, networks and streaming services, Paramount's portfolio of consumer brands includes CBS, Showtime Networks, Paramount Pictures, Nickelodeon, MTV, Comedy Central, BET, Paramount+, Pluto TV and Simon & Schuster, among others. Paramount delivers the largest share of the U.S. television audience and boasts one of the industry's most important and extensive libraries of TV and film titles. In addition to offering innovative streaming services and digital video products, the company provides powerful capabilities in production, distribution and advertising solutions.

Paramount is an equal opportunity employer (EOE) including disability/vet.

At Paramount, the spirit of inclusion feeds into everything that we do, on-screen and off. From the programming and movies we create to employee benefits/programs and social impact outreach initiatives, we believe that opportunity, access, resources and rewards should be available to and for the benefit of all. Paramount is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ethnicity, ancestry, religion, creed, sex, national origin, sexual orientation, age, citizenship status, marital status, disability, gender identity, gender expression, and Veteran status.

If you are a qualified individual with a disability or a disabled veteran, you may request a reasonable accommodation if you are unable or limited in your ability to use or access. https://www.paramount.com/careers as a result of your disability. You can request reasonable accommodations by calling 212.846.5500 or by sending an email to paramountaccommodations@paramount.com. Only messages left for this purpose will be returned."
