,title,company,logo,industry,raw_description
23,Paid Internship - Social Media Marketing,Interco,https://media.licdn.com/dms/image/C4D0BAQEI8pwfTfDDuw/company-logo_100_100/0/1604595173446/intercotrading_logo?e=2147483647&v=beta&t=I5kgKK2q8toeA1aIqRUoC63UsiH5SpP-Zlgc0A-DHCE,Renewable Energy Semiconductor Manufacturing,"Company Description

Interco is a global recycling company headquartered in St. Louis with facilities in Missouri and Illinois. The company ships nonferrous and electronics scrap worldwide utilizing established partnerships with end consumers in the United States, Europe, Latin America, and Asia.

www.intercojobs.com



Interco is seeking a to join the marketing team. Be prepared to dive into the ever-evolving fast-paced world of digital marketing. The ideal candidate will craft engaging B2B content following the most up-to-date optimization techniques. This person will learn to master the use of Buffer, a leading social media management tool to schedule posts and analyze engagement effectiveness.

This internship offers an opportunity to work hands-on creating real-life content using professional tools and strategies, while building the intern’s portfolio. The Interco Social Media Marketing Intern will directly contribute to the Interco brand and online presence demonstrating a passion for social media trends and a keen eye for detail. It is an excellent opportunity for the right creative and hard-working person to gain practical experience and kickstart a career in social media marketing!

Responsibilities Include:



Qualifications



Additional Information





As a matter of company policy, we do not sponsor employment visas or hire from out of the USA, nor do we sponsor candidates who do not currently reside within the USA without an existing H-1B visa.

This job description is designed to provide a general overview of the requirements of the job and does not entail a comprehensive listing of all activities, duties or responsibilities that will be required. Interco reserves the right to modify this job description at any time, including assigning or reassigning job duties or eliminating this position at any time.

Candidate information will be kept confidential according to EEO guidelines.

Work remotely: No

www.intercojobs.com



Interco has been recycling computers, batteries, metals, and electronics with a focused track record of innovation and integrity since 1996. The company specializes in the placement of smelter-ready materials catering to commercial, industrial, dealer, and government organizations nationwide.

The Interco recycling facilities are separated into three departments: nonferrous metals, computers and electronics, and battery processing. The nonferrous facility is located on the 40-acre main campus in Madison (IL) while the computers and electronics are processed in Edwardsville where the Administrative and some logistics offices are located. The commercial department is located on The Hill in St. Louis.

The patent-pending 22-acre 225,000 sqft Critical Mineral Recovery™ Lithium-ion battery processing plant in Fredericktown, Missouri is scheduled to open in Q3 2023

www.intercojobs.com"
24,"Fall Internship (Digital Media, Video Production, Social Media)",Diamond Diaspora Media,https://media.licdn.com/dms/image/D560BAQFIUXnvdum5yQ/company-logo_100_100/0/1665626004626/atlanta_blackstar_logo?e=2147483647&v=beta&t=homrWYuIHT7pPCa822c1szKic0QoC36O9dx53z651L0,Online Audio and Video Media,"DDM Group is in search of creative, talented and passionate interns with a strong desire to create content for social media and the web. We're looking for focused individuals with a strong ability to bring ideas to fruition. As a DDM Intern you will gain access to resources that will allow you to combine your creative skills and technical knowledge to build an enviable portfolio. Stipend Offered.

Onsite at DDM Group's Atlanta Headquarters

Video Production (Videographer, Video Editor, Production Assistant), Graphic Design, Social Media, Journalism (Reporter, Researcher, Writer), Broadcast (On-Camera)

Atlantablackstar.com, TheShadowLeague.com, Finurah.com"
25,Sales - Procter & Gamble Internship,Procter & Gamble,https://media.licdn.com/dms/image/C4D0BAQGGCd-fMXfRWw/company-logo_100_100/0/1661448431618?e=2147483647&v=beta&t=_AcbB7tfAZuMBtzpvQmokY1-ide5I6hgHJCwjPWx90g,Manufacturing,"Job Location

Cincinnati

Job Description





If you answered “YES” to all the above questions, we are excited to invite YOU to be a Sales Intern at P&G during the Summer of 2024!

We are seeking Sales Interns to join our company who will set priorities and follow through on commitments, collaborate effectively with diverse teams of people, and demonstrate innovation and initiative – all while being excellent communicators and drawing on creative and data-driven insights to shape business strategy. As a Sales Intern at P&G, you will need to be highly motivated and results-oriented—starting on Day 1, you will exercise early selling and account management responsibilities.

As a Sales Intern YOU will make an impact on the P&G business!



Much of our strategic selling work is externally focused with an emphasis on our national key customers, though interns may also work with online retailers. Sales Interns collaborate across their customer teams in partnership with strategic selling leadership to prepare business plans and external negotiations. Strong interns deliver superior sales for our brands while demonstrating and advancing their strategic selling skills in the process.

You will personally make commercial recommendations for a category (e.g.: Fabric Care with Tide, Oral Care with Crest, Baby Care with Pampers, Hair Care with Head & Shoulders etc). Your mission will be to improve turnover and selling fundamentals by suggesting strategic choices across budget, assortment, merchandising, and promotion. Your contributions will be essential to P&G’s success!







Successful candidates must:





We produce globally recognized brands, and we grow the best business leaders in the industry. With a portfolio of trusted brands as diverse as ours, it is paramount our leaders are able to lead with courage the vast array of brands, categories and functions. We serve consumers around the world with one of the strongest portfolios of trusted, quality, leadership brands, including Always®, Ariel®, Gillette®, Head & Shoulders®, Herbal Essences®, Oral-B®, Pampers®, Pantene®, Tampax® and more. Our community includes operations in approximately 70 countries worldwide.

Visit http://www.pg.com to know more.

Our consumers are diverse and our talents - internally - mirror this diversity to best serve it. That is why we’re committed to building a winning culture based on Inclusion and our ideal candidate is passionate about the same principle: you will join our daily effort of being “in touch” so we craft brands and products to improve the lives of the world’s consumers now and in the future. We want you to inspire us with your unrivaled ideas.

Compensation for roles at P&G varies depending on a wide array of non-discriminatory factors including but not limited to the specific office location, role, degree/credentials, relevant skill set, and level of relevant experience. At P&G compensation decisions are dependent on the facts and circumstances of each case. Total rewards at P&G include salary + bonus (if applicable) + benefits. Your recruiter may be able to share more about our total rewards offerings and the specific salary range for the relevant location(s) during the hiring process.

We are committed to providing equal opportunities in employment. We do not discriminate against individuals on the basis of race, color, gender, age, national origin, religion, sexual orientation, gender identity or expression, marital status, citizenship, disability, veteran status, HIV/AIDS status, or any other legally protected factor.

Immigration Sponsorship is not available for this role. For more information regarding who is eligible for hire at P&G along with other work authorization FAQ’s, please click HERE.

Procter & Gamble participates in e-verify as required by law.

Qualified individuals will not be disadvantaged based on being unemployed.



Full time



R000083484



Internships (Job Segmentation)



$29.00 - $50.00 / hour"
26,Finance Development Program Internship Opportunities,Apple,https://media.licdn.com/dms/image/C560BAQHdAaarsO-eyA/company-logo_100_100/0/1595530301220/apple_logo?e=2147483647&v=beta&t=fzApiwhLe8glzMZp-97xBufiZCiswDRHyeTSds9N3l4,Computers and Electronics Manufacturing,"Summary

Imagine what you could do here. At Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. Bring passion and dedication to your job, and there's no telling what you could accomplish.


The people here at Apple don’t just build products — they create the kind of wonder that’s revolutionized entire industries. It’s the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Join Apple, and help us leave the world better than we found it.


Join the Apple Finance organization and make a positive impact on one of the most influential technology leaders in the industry. At Apple, you’ll share in a commitment to excellence by partnering with teams who are building innovative products that delight customers. We hire quality individuals with integrity, personal accountability, teamwork, excellence, and can-do thinking.


Apple has multiple internship opportunities for students who are passionate about pursuing careers in Finance. As an intern, you will learn, grow, and contribute to Apple’s business while working on exciting projects alongside top finance professionals.


We are looking for students with an interest in Corporate Finance or Accounting, as well as some of the following qualifications.




• Junior standing

• Excellent verbal and written communications skills

• Ability to think analytically

• Strong at multi-tasking

• Thrive in a fast paced environment

• Be a self-starter




Opportunities within Finance can include the following programs:


FINANCE DEVELOPMENT PROGRAM (FDP)


FDP interns have the opportunity to support a specific area of Apple’s business, such as:

AppleCare, Financial Services, Internet Software & Services, Marketing, Operations, R&D, Retail, Sales, Worldwide Financial Planning & Analysis, and more.


During the summer, you could:

• Analyze financial performance by highlighting trends and anomalies

• Streamline reporting through the use of databases such as Tableau or with Excel macros

• Partner with cross functional groups and business partners to analyze the business

• Provide insights and recommendations for operational improvements and innovations

• Assist with close procedures


After completing a summer internship, successful Finance interns will be eligible to potentially join Apple’s Finance Development Program (FDP). The FDP is a 15-18 month rotational program providing entry-level talent with an opportunity to gain breadth through typically six to eight diverse experiences in Apple Finance. Upon completion, FDPs move into non-rotating Financial Analyst roles within Apple.


PRODUCTION FINANCE DEVELOPMENT PROGRAM (PFDP)


PFDP interns have the opportunity to assist in financial oversight and management of an Original Content production. During the summer, you could:

• Assist with tracking and handling production budgets and schedules

• Perform day-to-day financial activities such as opening purchase orders, reviewing and processing invoices, auditing payroll, and preparing journal entries with supporting documentation

• Analyze and provide regular reporting on the production’s financial performance

• Manage materials and contracts related to the production such as insurance, labor laws, tax credits, rebates, refunds, royalties, etc.


After completing a summer internship, successful Production Finance interns will be eligible to potentially join Apple’s Production Finance Executive Development Program (PFDP). The PFDP is a two to three-year rotational program providing entry-level talent with an opportunity to gain breadth in Production Finance through four to six diverse experiences (i.e. feature, drama, comedy, unscripted, kids). Upon completion, PFDPs move into a non-rotating Jr. Executive Production Finance role.




Pursuing a Bachelors degree in Business Administration, Finance, Accounting, Economics, Math or related field. For the PFDP, experience or interest with music or film is preferred.


To express interest in any of our Finance teams, please provide a copy of your resume, cover letter and unofficial transcript.




Apple is an Equal Employment Opportunity Employer that is committed to inclusion and diversity. We also take affirmative action to offer employment and advancement opportunities to all applicants, including minorities, women, protected veterans and individuals with disabilities.


We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.


Role Number: 200480000"
27,Internship - Quantitative Strategist,Virtu Financial,https://media.licdn.com/dms/image/C4D0BAQF9hayRoH-r4A/company-logo_100_100/0/1551726686084?e=2147483647&v=beta&t=etLIGpTHXumL7dsPiCbzWWV52DSV2H8XS10NXBuQ6o4,Financial Services,"Virtu is an industry-leading financial technology firm that operates both proprietary trading and client-facing businesses in the global financial marketplace. Our cutting edge, proprietary technology is core to everything we do. We trade in over 35 countries, across 235 financial exchanges and over 25% of retail order flow in the US. is serviced by Virtu.

Our team is a dedicated group of traders, quants and developers that are inspired by the unique and exciting challenges we solve every day. Our culture combines the creativity of a fast paced start up, with the stability of a disciplined financial services firm. We are a flat organization and encourage our people to innovate and lean on their teammates for support and collaboration. We have fun, work hard and strive to be virtuous in all we do.



Virtu's internship program offers graduate students an extraordinary opportunity to learn about the firm and the world’s financial markets. We have built a thoughtful and challenging curriculum with projects that introduce students to the many complex and ever changing problems to solve. Students can expect a company-curated global training week for our interns, real quantitative problems to solve throughout the program and engaging social events to get to know our team and culture.



Our Quantitative Strategists and Researchers are an integral part of the algorithmic research team, working to improve Virtu's trading algorithms through transforming large data sets into usable trading models. Successful quantitative researchers work well independently and collaboratively, enjoy learning and applying new algorithmic techniques, and are excited to see their ideas turn into tangible results.

Interns will work directly with senior members of the team on our trading strategies used in Virtu's customer market making business. Interns in this track will apply their quantitative analysis and research skills to discover patterns that can potentially improve our trading algorithms. Through these projects, interns will learn about Virtu's market making business, learn to apply basic data analysis tools to large trading data sets and be pushed to think out of the box for trading ideas. Each intern will complete one to two projects which could come from different mentors and groups.







After applicants pass an initial resume screening, an online programming test will be sent via email. This test is from a service called Codility so please be on the lookout. After passing the programming test, we will contact you to arrange a phone screen. We are looking forward to meeting you!"
28,Internship: R&D / Content Creation & Management,First Media US,https://media.licdn.com/dms/image/C560BAQGoWtddCJ2iPQ/company-logo_100_100/0/1656382129530?e=2147483647&v=beta&t=JS4z8-IJ7QyD__5wLDheKcu0Z7nwUvxqjczXbfkdeso,Internet Publishing,"Department: R&D / Content Creation & Management

For Credit (active college student)

One semester/quarter: Up to 20 hours per week (flexible)


We are a Top 10 social media publishing & marketing company, at the intersection of content and commerce and driving the shoppable content revolution. With 180 employees, 180 million fans, and over 1.5 billion monthly views, we’re a powerhouse of creative strategy, production, omnichannel distribution, and data. We use a proprietary

formula to drive real-world action across our brands, So Yummy, Blossom, Blusher and BabyFirst. Also, First Media’s Performance Marketing division has secured itself as a major player and full-service Direct Response agency.


This internship offers a specialized view into the creative strategy behind the important R&D/content creation space. Interns will work alongside the best-in-the-business when it comes to digital media product, scale, and growth, dominating the space in social media, performance, development, and AI. In direct collaboration with our Content Manager, the intern will have an opportunity not only to observe and learn but also to express creatively as well.













Powered by JazzHR

oqwhKzzmb9"
29,2024 L’Oréal USA HR Summer Internship - Undergraduate,L'Oréal,https://media.licdn.com/dms/image/D4E0BAQFEB_g-FWxSrQ/company-logo_100_100/0/1688397791729/loral_logo?e=2147483647&v=beta&t=lKQEwqBYoDqGWO_jflECj8qNnBmSoX0rVi4civT_d18,Personal Care Product Manufacturing and Manufacturing,"HR Summer Internship 2024

Location: New York, New York (Hudson Yards HQ)

­­Who We Are

For more than a century, L’Oréal has devoted its energy, innovation, and scientific excellence solely to one business: Beauty. Our goal is to offer each and every person around the world the best of beauty in terms of quality, efficacy, safety, sincerity and responsibility to satisfy all beauty needs and desires in their infinite diversity.

At L’Oréal, Human Resources is an incubator of talent where we find, recruit, and develop brilliant minds around the world. We provide expertise on topics like organizational effectiveness, employee engagement, pay, HR advice, learning & development, well-being, and talent acquisition among others. Come join our dynamic team and help us elevate the employee journey!






$22-$26.50

Being a member of the L’Oréal USA Summer Internship Program, you will feel empowered to contribute in tangible, meaningful ways from day one because too. As the #1 Beauty Tech company in the world with over 35 international brands – CeraVe, Kiehl’s, Maybelline, and Urban Decay to name just a few – we embrace in the workplace to lay the groundwork for you to be able to accomplish great things. You can explore our internship program and hear directly from our past interns at lorealoncampus.com.

Freedom to go beyond, that’s the beauty of L’Oréal - Are you ready?

We are an Equal Opportunity Employer and take pride in a diverse environment. We would love to find out more about you as a candidate and do not discriminate in recruitment, hiring, training, promotion, or other employment practices for reasons of race, color, religion, gender, sexual orientation, national origin, age, marital or veteran status, medical condition or disability, or any other legally protected status.

If you are a qualified individual with a disability or a disabled veteran, you may request a reasonable accommodation if you are unable or limited in your ability to access job openings or apply for a job on this site as a result of your disability. You can request reasonable accommodations by contacting USApplicationAccommodation@support.lorealusa.com. If you need assistance to accommodate a disability, you may request an accommodation at any time.

Our Safe Together Plan: Your safety is our highest priority. We will proceed with caution and adhere to enhanced protection standards to ensure our sites are safe for all employees. We must all operate with the shared responsibility for each other’s health & safety in mind.


LI_FRA"
30,Scooter’s Coffee Frisco Bowl Internship – Bowl Week 2023 (12/13/23 – 12/20/23),FC Dallas,https://media.licdn.com/dms/image/C4E0BAQHfrV3zuu1Xtg/company-logo_100_100/0/1614622053775/fc_dallas_logo?e=2147483647&v=beta&t=sHnkozcIf3kmBGLCusoyCl_Jt6BkgUCA9WobaIDBvvo,Spectator Sports and Hospitality,"The Frisco Bowl is seeking student interns this December for Bowl Week. Students interested in receiving relevant sports experience or college credit should submit their resume as instructed below. Please note that this internship is unpaid.

Internships will take place at Toyota Stadium & Soccer Center in coordination with the Frisco Bowl (an ESPN Events Bowl Game), and their Media/PR group, BreakAway Sports Marketing. These internships will allow the individual to gain valuable experience with a professional organization for their future in the sports and entertainment industry. Some nights and weekends will be required.

The Frisco Bowl, which is Tuesday, December 19th at 8pm, is looking for Events Interns to assist with the planning, preparation and execution of events and activities during the week of the Frisco Bowl Game. Interns will report to the Executive Director. The internships will take place from approximately December 13, 2023 until December 20, 2023. Dates are flexible as we know this is right at the end of the semester. We can do a start date before the December 13th date too.

What you’ll do:



You are:



Minimum Requirements:"
31,Paid Internship - Commercial Analyst Intern (Spring '24),Interco,https://media.licdn.com/dms/image/C4D0BAQEI8pwfTfDDuw/company-logo_100_100/0/1604595173446/intercotrading_logo?e=2147483647&v=beta&t=I5kgKK2q8toeA1aIqRUoC63UsiH5SpP-Zlgc0A-DHCE,Renewable Energy Semiconductor Manufacturing,"Company Description

Interco is a global recycling company headquartered in St. Louis with facilities in Missouri and Illinois. The company ships nonferrous and electronics scrap worldwide utilizing established partnerships with end consumers in the United States, Europe, Latin America, and Asia.

www.intercojobs.com



Interco has an opening for a in the Industrial Metals Trading Department at the company's Commercial Operations office on in St. Louis, Missouri.

This job consists of conducting market analysis and diving into large datasets to uncover insights, trends, and patterns that drive business decisions. Utilizing tools such as Python, SQL, R, Tableau, and PowerBI, the intern will assist in data cleaning, visualization, and analysis, contributing to ongoing projects and gaining hands-on experience in a dynamic, real-world environment. An outstanding candidate should be able to write articulate and succinct emails, process and analyze information and synthesize both pricing and market information back to the commercial team. The ideal candidate will be results-oriented, with the ability to work both in a team environment and alone.











Additional Information







This job description is designed to provide a general overview of the requirements of the job and does not entail a comprehensive listing of all activities, duties or responsibilities that will be required. Interco Trading Company reserves the right to modify this job description at any time; including assigning or reassigning job duties or eliminating this position at any time.

Candidate information will be kept confidential according to EEO guidelines.



www.intercojobs.com



The company is an industry leader providing recycling services to companies throughout the Western Hemisphere. Interco has been recycling computers, batteries, metals, and electronics with a focused track record of innovation and integrity since 1996. The company specializes in the placement of smelter-ready materials catering to commercial, industrial, dealer, and government organizations nationwide.

The Interco recycling facilities are separated into three departments: nonferrous metals, computers and electronics, and battery processing. The nonferrous facility is located on the 40-acre main campus in Madison (IL) while the computers and electronics are processed in Edwardsville where the Administrative and some logistics offices are located. The commercial department is located on The Hill in St. Louis.



www.intercojobs.com"
32,Machine Learning Summer Internship,Morgan Stanley,https://media.licdn.com/dms/image/C560BAQFtDpMvYgbIwA/company-logo_100_100/0/1677778127603?e=2147483647&v=beta&t=SdRsFihBzKt42ljo1Whg7v4IX1WbxF3IdxqFO6zTMPw,"Financial Services, Investment Banking, and Investment Management","Education Level

Doctorate Degree

Business Unit

Technology



The Quantitative Technology Machine Learning Research Summer Internship is an intensive 10-week program that provides Summer Associates the opportunity to work alongside Full-Time Finance professionals and ML specialists on impactful applied research projects. Summer Associates will work within Morgan Stanley’s Machine Learning Research Team for the entirety of the program. This is a highly motivated and collaborative team of scientists, technologists, and market practitioners. This team is responsible for working with business units and technology teams across the entire Firm to solve mission-critical high impact problems. The multi-faceted program features senior quant teach-in sessions, divisional speaker series, networking events, and community service. With individual coaching and continuous feedback, the program enables Summer Associates to experience and understand what a long-term career in ML Research within the Firm entails.



The Summer kicks off with a week-long introductory training program, which provides an institutional contextualization to the work that Summer Associates will be doing through market-knowledge training, finance workshops, coding and product training. Following the training week, Summer Associates will continue to receive more individualized on-the-job training as they begin their daily work and projects. Summer Associates will have a direct manager, as well as a program mentor, both of whom will act as invaluable resources throughout their time at Morgan Stanley.









Expected base pay rates for the role will be between 170000 and 185000 per year at the commencement of employment. However, base pay if hired will be determined on an individualized basis and is only part of the total compensation package, which, depending on the position, may also include commission earnings, incentive compensation, discretionary bonuses, other short and long-term incentive packages, and other Morgan Stanley sponsored benefit programs



Sep 6, 2023



Americas-United States of America-New York-New York



Doctorate Degree



Management



Full Time



Associate"
33,Events (Front-of-House) Internship,Museum of the Bible,https://media.licdn.com/dms/image/D4E0BAQHlE0-9HlPMsA/company-logo_100_100/0/1666106430099?e=2147483647&v=beta&t=rW_xlJ5vSo2WQZZ04ZTFW4a9up21HiyvFdek3zIcWUw,"Museums, Historical Sites, and Zoos","Events (Front of House) Internship (Spring 2024 Semester)

Date Posted: October 3rd, 2023

Application Deadline: December 8th, 2023

Events Intern

Intern - Unpaid

Allison Houck, Events Manager

Under the supervision of the Events Manager, interns will learn basic to intermediate skills that will equip them for event coordination and front of house management in a theater environment.


Learning opportunities will include:

Liaising between stage management and box office

Interacting with clients, guests, and museum staff

Seating a theater in a safe and expeditious manner

Understanding ADA seating requirements, accommodations, and accessibility standards

Managing a large and varied pool of volunteer ushers

Navigating and utilizing ticketing software (Tessitura)

Undergraduate or graduate student. Must currently be enrolled in or a recent graduate from a college or university.

Must be enrolled in a major or minor program in theater or theater production, events management, communications, or related field. A cover letter is required to be submitted with this application.

Supporting staff with the daily operations of the department

Assisting with live performances, films, and other theater uses within a larger museum context

Greeting and seating patrons in a safe and timely manner

Problem solving guest concerns

Maintaining proper appearance and integrity of the event and theater spaces

Assisting with planning and coordinating logistics for events and successful day of event execution

Passionate about the Bible and will champion our mission to invite all people to engage with the transformative power of the Bible


Must be able to lift up to 20 lbs.

Must work well in a fast-paced environment

Must strictly adhere to scheduled call times

Availability on weekends and evenings"
34,Intern: IIOT (Summer 2024),Volvo Group,https://media.licdn.com/dms/image/C4D0BAQF6VxeKGI-lyg/company-logo_100_100/0/1632477689832?e=2147483647&v=beta&t=2Ff_OLbpsdk0xO4soHjRkWfTaoXFUmF_QEtIKWzccng,"Transportation, Logistics, Supply Chain and Storage, Motor Vehicle Manufacturing, and Truck Transportation","Position Description

The Volvo Group’s Digital & IT organization is looking for summer interns with a passion to demonstrate their academic knowledge in a practical setting. This internship will include the opportunity to:







Are you interested in helping shape the world towards a more sustainable future? Do you want to build upon your knowledge (your know) and develop real world experience (your know-how)? This internship provides students with the opportunity to apply academic knowledge and skills in a professional environment and to support/promote the graduate's career goals through contact with professionals in their field of study. The intern experience enables students to participate in professional activities for Volvo Group by working on important and innovation projects.



Volvo Group’s Digital & IT organization is looking for students that have concentrations in Industrial Internet of Things (IIOT).

On Day 1, you will be given a capstone project that includes a problem statement and a support team of permanent employees that will act as an advisory committee to help you be successful. You will be given approximately 12 weeks to deliver a working prototype and be given a platform to show off your results to the 3 main Volvo manufacturing facilities within the U.S. You will also be given the opportunity to network with other interns from other universities as you take this journey together.



















At the Volvo Group, we strive for a clear, transparent, and straightforward compensation approach, motivating you to contribute to the company’s growth. For all intern and co-op positions, the hourly range is set at $16.00 - $46.00. The hourly rate for these roles is determined by several factors including, but not limited to, geographic location, academic classification, and degree seeking area of study. In addition to these factors, we believe in the importance of pay equity and consider internal equity of our current team members as part of any final offer.









We value your data privacy and therefore do not accept applications via mail.



Our focus on Inclusion, Diversity, and Equity allows each of us the opportunity to bring our full authentic self to work and thrive by providing a safe and supportive environment, free of harassment and discrimination. We are committed to removing the barriers to entry, which is why we ask that even if you feel you may not meet every qualification on the job description, please apply and let us decide.

Applying to this job offers you the opportunity to join Volvo Group. Every day, across the globe, our trucks, buses, engines, construction equipment, financial services, and solutions make modern life possible. We are almost 100,000 people empowered to shape the future landscape of efficient, safe and sustainable transport solutions. Fulfilling our mission creates countless career opportunities for talents with sharp minds and passion across the group’s leading brands and entities.

is the hub for digital development within the Volvo Group. Imagine working with cutting-edge technology in a global team, represented in more than 30 countries. We are dedicated to leading the way for tomorrow's transport solutions, guided by a strong customer mindset and high curiosity, both as individuals and as a team. Here you will thrive in your career in an environment where your voice is heard and your ideas are important.



145786BR



Group Digital & IT















Internship/Trainee/Co-op



Information Technology



United States,Dublin,Virginia, United States,Greensboro,North Carolina, United States,Hagerstown,Maryland, United States,Macungie,Pennsylvania, United States,Roanoke,Virginia



01-Dec-2023"
35,Spring Product Styling Internship,Proper Cloth,https://media.licdn.com/dms/image/C4E0BAQFZ0V3JSIEd-w/company-logo_100_100/0/1644516750146?e=2147483647&v=beta&t=28WIGUoibjXuyDhhJd7yYL69oJASotdj_QJTvR_DKMY,"Technology, Information and Internet","We're looking for a new styling intern to help out with daily e-commerce studio operations starting in January. You'll be working closely with the entire Proper Cloth art team -- assisting stylists, photographers, and editors in various ways. The opportunity will require 3-5 days per week at the Proper Cloth showroom in SoHo for a minimum of 15 weeks and will be paid ($20/hour). Internship is from the week of January 30th - May 17th."
36,Supply Chain Internship,Procter & Gamble,https://media.licdn.com/dms/image/C4D0BAQGGCd-fMXfRWw/company-logo_100_100/0/1661448431618?e=2147483647&v=beta&t=_AcbB7tfAZuMBtzpvQmokY1-ide5I6hgHJCwjPWx90g,Manufacturing,"Job Location

Cincinnati

Job Description



P&G is the largest consumer packaged goods company in the world. We have operations in over 75 countries, with 65 trusted brands that improve lives for 5 billion consumers worldwide. This brings many advantages, including the opportunity for our employees to enjoy a diverse and rewarding lifelong career filled with new and exciting challenges. We give you the tools to become a world class leader!

P&G is recognized as one of the Top Companies for Executive Women, Fast Company Best Workplace for Innovators, and as one of the Most Reputable Companies by both Forbes and Fortune.

Did you know that at Procter & Gamble we consider the Supply Network Operations (SNO) organization as the engine that accelerates value creation? Getting thousands of different products on customer shelves precisely, without fail, brings meaning to every workday. Furthermore, you will be working with the best of the best! P&G’s supply chain excellence has been externally recognized by Gartner, a leading industry consulting firm. In recent years, Gartner has named P&G as one of four supply chain Masters—a separate class to recognize long-term consistent excellence!



Supply Chain Interns enjoy making tremendous impacts on our supply chains. Your workdays are bound to be dynamic, and your ability to deal with various supply challenges will be put to the test! You’ll have the opportunity to work on several projects and grow your skills in logistics and business operations. You will also get exposure to P&G Senior Leadership, and you may tour various parts of the company such as manufacturing sites, distribution centers, and innovation centers. The colleagues you will interact with are likely to span various disciplines such as Manufacturing, QA, and IT.

There are a variety of responsibilities you could have as a Supply Chain Intern. The work may entail some of the following:



You’ll have the plenty of opportunities to leverage analytical skills and improve processes. Moreover, the achievements on your internship projects have the potential to enable great cost savings and company growth!









A Bachelor’s or Master’s in Supply Chain Management/Logistics, Industrial Engineering, Other Business Administration or Engineering, Computer Science, Mathematics, or a degree with relevant experience

Excellent visionary, strategic and courageous leadership skills

Problem solving via innovation & creativity

Strong thinking/problem-solving skills which can be applied to business processes with a ""can-do"" attitude

Ability to collaborate effectively within a multicultural environment



We are committed to providing equal opportunities in employment. We value diversity and do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

Starting Pay / Salary Range: $29-50/hr

Compensation for roles at P&G varies depending on a wide array of non-discriminatory factors including but not limited to the specific office location, role, degree/credentials, relevant skill set, and level of relevant experience. At P&G compensation decisions are dependent on the facts and circumstances of each case. Total rewards at P&G include salary + bonus (if applicable) + benefits. Your recruiter may be able to share more about our total rewards offerings and the specific salary range for the relevant location(s) during the hiring process.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, disability status, age, sexual orientation, gender identity and expression, marital status, citizenship, HIV/AIDS status or any other legally protected factor.

Immigration Sponsorship is not available for this role. For more information regarding who is eligible for hire at P&G along with other work authorization FAQ’s, please click HERE.

Procter & Gamble participates in e-verify as required by law.

Qualified individuals will not be disadvantaged based on being unemployed.



Full time



R000084236



Internships (Job Segmentation)



$29.00 - $50.00 / hour"
37,Barry Katz Entertainment Internship (Assistant to CEO),Barry Katz Entertainment,https://media.licdn.com/dms/image/C4D0BAQHwxxkqLuIhbQ/company-logo_100_100/0/1565829817321?e=2147483647&v=beta&t=6uqdiC-eRQJiYMUxxl5XERordrXV8XgAZGTZOq8jeO4,"Movies, Videos, and Sound","Job Description

Full & Part Time Unpaid Internship Opportunities
Physical/Post Production



Interns will work directly with the CEO of the company (Barry Katz) and his team of assistants to support BKE talent management and consulting clients, television/film productions, and on the Industry Standard podcast (guests have included Kevin Hart, Dr. Phil, Caitlyn Jenner, ""Wonder Woman"" director Patty Jenkins, David Copperfield, Judd Apatow, Norman Lear, Bill Burr, Chuck Lorre, and Netflix president Ted Sarandos). You are not required to have all of the skills listed below in all areas, but Barry does like to have most internships cross over into as many areas (from the list below) as possible.



We are looking for video/audio editors who will be responsible for producing BKE content.





Candidates must have or have access to a reliable computer capable of processing large files.



We are looking to hire Podcast interns who will help manage, produce, and edit (audio/video) podcast.





We are looking for detail-oriented administrative interns to help run daily office operations.





We are looking for motivated and comedy-oriented social media interns to create and maintain content across various social media platforms.





We are looking for motivated development interns with a passion for storytelling and developing written content."
